TaskID;Type;FailOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;EnforceLocationRequirement;TerritoryID;POITag;GameModeID;LootTag;PauseAndClearLootOnTaskComplete;AwardOnlyOnce;ShouldCheckPoints;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;OverrideLocation;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
FM_0863_leg_C_task;TaskHaveAndReturnItems;;0;4;FM_loot_item_9_08;;0;100;true;;Dryad_Ruins_30233;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0864_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0864_tasks_first_container;M_ReturnToGiver;;;
FM_0864_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0864_leg_A_task;FM_0864_leg_B_task;FM_0864_leg_C_task;;
FM_0864_leg_A_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_10_08;;0;100;true;;Dynasty_MountainTemple_30235;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0864_leg_B_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_11_08;;0;100;true;;Dynasty_Wall_30242;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0864_leg_C_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_12_08;;0;100;true;;Tiger_Cave_30236;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0865_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0865_tasks_first_container;M_ReturnToGiver;;;
FM_0865_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0865_leg_A_task;FM_0865_leg_B_task;FM_0865_leg_C_task;;
FM_0865_leg_A_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_13_08;;0;100;true;;Dynasty_EarthShrine_30231;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0865_leg_B_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_14_08;;0;100;true;;Dynasty_FireShrine_30228;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0865_leg_C_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_15_08;;0;100;true;;Dynasty_Shipwreck_30227;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0866_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0866_tasks_first_container;M_ReturnToGiver;;;
FM_0866_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0866_leg_A_task;FM_0866_leg_B_task;FM_0866_leg_C_task;;
FM_0866_leg_A_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_16_08;;0;100;true;;dynasty_temple_40339;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0866_leg_B_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_17_08;;0;100;true;;dynasty_shrine_30302;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0866_leg_C_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_18_08;;0;100;true;;dynasty_shrine_30312;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0867_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0867_tasks_first_container;M_ReturnToGiver;;;
FM_0867_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0867_leg_A_task;FM_0867_leg_B_task;FM_0867_leg_C_task;;
FM_0867_leg_A_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_19_08;;0;100;true;;dynasty_shrine_30312;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0867_leg_B_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_20_08;;0;100;true;;dynasty_temple_40339;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0867_leg_C_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_21_08;;0;100;true;;graveyard_40338;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0868_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0868_tasks_first_container;M_ReturnToGiver;;;
FM_0868_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0868_leg_A_task;FM_0868_leg_B_task;FM_0868_leg_C_task;;
FM_0868_leg_A_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_22_08;;0;100;true;;empressfortress_20201;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0868_leg_B_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_23_08;;0;100;true;;dynasty_shrine_20203;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0868_leg_C_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_24_08;;0;100;true;;Dynasty_Monastery_30240;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0869_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0869_tasks_first_container;M_ReturnToGiver;;;
FM_0869_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0869_leg_A_task;FM_0869_leg_B_task;FM_0869_leg_C_task;;
FM_0869_leg_A_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_25_08;;0;100;true;;Dynasty_FireShrine_30228;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0869_leg_B_task;TaskHaveAndReturnItems;;0;6;FM_loot_item_26_08;;0;100;true;;Dynasty_Shipwreck_30227;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0869_leg_C_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_27_08;;0;100;true;;Dryad_Ruins_30229;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0870_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_0870_tasks_first_container;M_ReturnToGiver;;;
FM_0870_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_0870_leg_A_task;FM_0870_leg_B_task;FM_0870_leg_C_task;;
FM_0870_leg_A_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_28_08;;0;100;true;;Dynasty_WaterShrine_30234;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0870_leg_B_task;TaskHaveAndReturnItems;;0;1;FM_loot_item_29_08;;0;100;true;;Dynasty_Camp_30237;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_0870_leg_C_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_30_08;;0;100;true;;Dynasty_MountainTemple_30235;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0861_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0861_tasks_first_container;M_ReturnToGiver;;;
FM_S_0861_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0861_leg_A_task;FM_S_0861_leg_B_task;FM_S_0861_leg_C_task;;
FM_S_0861_leg_A_task;TaskHaveAndReturnItems;;0;4;FM_loot_item_1_08;;0;100;true;;Dryad_Ruins_30233;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0861_leg_B_task;TaskHaveAndReturnItems;;0;5;FM_loot_item_2_08;;0;100;true;;Dynasty_EarthShrine_30231;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0861_leg_C_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_3_08;;0;100;true;;Dynasty_WaterShrine_30234;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0862_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0862_tasks_first_container;M_ReturnToGiver;;;
FM_S_0862_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0862_leg_A_task;FM_S_0862_leg_B_task;FM_S_0862_leg_C_task;;
FM_S_0862_leg_A_task;TaskHaveAndReturnItems;;0;1;FM_loot_item_4_08;;0;100;true;;Dynasty_Camp_30237;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0862_leg_B_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_5_08;;0;100;true;;Dynasty_MountainTemple_30235;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0862_leg_C_task;TaskHaveAndReturnItems;;0;5;FM_loot_item_6_08;;0;100;true;;Pirate_Harbor_30239;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0863_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0863_tasks_first_container;M_ReturnToGiver;;;
FM_S_0863_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0863_leg_A_task;FM_S_0863_leg_B_task;FM_S_0863_leg_C_task;;
FM_S_0863_leg_A_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_7_08;;0;100;true;;Dynasty_WaterShrine_30234;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0863_leg_B_task;TaskHaveAndReturnItems;;0;5;FM_loot_item_8_08;;0;100;true;;Dynasty_EarthShrine_30231;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0863_leg_C_task;TaskHaveAndReturnItems;;0;4;FM_loot_item_9_08;;0;100;true;;Dryad_Ruins_30233;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0864_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0864_tasks_first_container;M_ReturnToGiver;;;
FM_S_0864_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0864_leg_A_task;FM_S_0864_leg_B_task;FM_S_0864_leg_C_task;;
FM_S_0864_leg_A_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_10_08;;0;100;true;;Dynasty_MountainTemple_30235;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0864_leg_B_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_11_08;;0;100;true;;Dynasty_Wall_30242;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0864_leg_C_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_12_08;;0;100;true;;Tiger_Cave_30236;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0865_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0865_tasks_first_container;M_ReturnToGiver;;;
FM_S_0865_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0865_leg_A_task;FM_S_0865_leg_B_task;FM_S_0865_leg_C_task;;
FM_S_0865_leg_A_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_13_08;;0;100;true;;Dynasty_EarthShrine_30231;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0865_leg_B_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_14_08;;0;100;true;;Dynasty_FireShrine_30228;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0865_leg_C_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_15_08;;0;100;true;;Dynasty_Shipwreck_30227;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0866_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0866_tasks_first_container;M_ReturnToGiver;;;
FM_S_0866_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0866_leg_A_task;FM_S_0866_leg_B_task;FM_S_0866_leg_C_task;;
FM_S_0866_leg_A_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_16_08;;0;100;true;;dynasty_temple_40339;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0866_leg_B_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_17_08;;0;100;true;;dynasty_shrine_30302;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0866_leg_C_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_18_08;;0;100;true;;dynasty_shrine_30312;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0867_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0867_tasks_first_container;M_ReturnToGiver;;;
FM_S_0867_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0867_leg_A_task;FM_S_0867_leg_B_task;FM_S_0867_leg_C_task;;
FM_S_0867_leg_A_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_19_08;;0;100;true;;dynasty_shrine_30312;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0867_leg_B_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_20_08;;0;100;true;;dynasty_temple_40339;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0867_leg_C_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_21_08;;0;100;true;;graveyard_40338;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0868_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0868_tasks_first_container;M_ReturnToGiver;;;
FM_S_0868_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0868_leg_A_task;FM_S_0868_leg_B_task;FM_S_0868_leg_C_task;;
FM_S_0868_leg_A_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_22_08;;0;100;true;;empressfortress_20201;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0868_leg_B_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_23_08;;0;100;true;;dynasty_shrine_20203;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0868_leg_C_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_24_08;;0;100;true;;Dynasty_Monastery_30240;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0869_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0869_tasks_first_container;M_ReturnToGiver;;;
FM_S_0869_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0869_leg_A_task;FM_S_0869_leg_B_task;FM_S_0869_leg_C_task;;
FM_S_0869_leg_A_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_25_08;;0;100;true;;Dynasty_FireShrine_30228;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0869_leg_B_task;TaskHaveAndReturnItems;;0;6;FM_loot_item_26_08;;0;100;true;;Dynasty_Shipwreck_30227;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0869_leg_C_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_27_08;;0;100;true;;Dryad_Ruins_30229;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0870_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_S_0870_tasks_first_container;M_ReturnToGiver;;;
FM_S_0870_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_0870_leg_A_task;FM_S_0870_leg_B_task;FM_S_0870_leg_C_task;;
FM_S_0870_leg_A_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_28_08;;0;100;true;;Dynasty_WaterShrine_30234;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0870_leg_B_task;TaskHaveAndReturnItems;;0;1;FM_loot_item_29_08;;0;100;true;;Dynasty_Camp_30237;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_S_0870_leg_C_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_30_08;;0;100;true;;Dynasty_MountainTemple_30235;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_C_0861_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_C_0861_tasks_first_container;M_ReturnToGiver;;;
FM_C_0861_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_0861_leg_A_task;FM_C_0861_leg_B_task;FM_C_0861_leg_C_task;;
FM_C_0861_leg_A_task;TaskHaveAndReturnItems;;0;4;FM_loot_item_1_08;;0;100;true;;Dryad_Ruins_30233;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_C_0861_leg_B_task;TaskHaveAndReturnItems;;0;5;FM_loot_item_2_08;;0;100;true;;Dynasty_EarthShrine_30231;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_C_0861_leg_C_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_3_08;;0;100;true;;Dynasty_WaterShrine_30234;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_C_0862_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_C_0862_tasks_first_container;M_ReturnToGiver;;;
FM_C_0862_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_0862_leg_A_task;FM_C_0862_leg_B_task;FM_C_0862_leg_C_task;;
FM_C_0862_leg_A_task;TaskHaveAndReturnItems;;0;1;FM_loot_item_4_08;;0;100;true;;Dynasty_Camp_30237;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_C_0862_leg_B_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_5_08;;0;100;true;;Dynasty_MountainTemple_30235;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_C_0862_leg_C_task;TaskHaveAndReturnItems;;0;5;FM_loot_item_6_08;;0;100;true;;Pirate_Harbor_30239;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_C_0863_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_C_0863_tasks_first_container;M_ReturnToGiver;;;
FM_C_0863_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_0863_leg_A_task;FM_C_0863_leg_B_task;FM_C_0863_leg_C_task;;
FM_C_0863_leg_A_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_7_08;;0;100;true;;Dynasty_WaterShrine_30234;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_C_0863_leg_B_task;TaskHaveAndReturnItems;;0;5;FM_loot_item_8_08;;0;100;true;;Dynasty_EarthShrine_30231;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_C_0863_leg_C_task;TaskHaveAndReturnItems;;0;4;FM_loot_item_9_08;;0;100;true;;Dryad_Ruins_30233;;;1;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;0;;;;;;;;;;
FM_C_0864_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;FM_C_0864_tasks_first_container;M_ReturnToGiver;;;
FM_C_0864_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;;;;;;false;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_0864_leg_A_task;FM_C_0864_leg_B_task;FM_C_0864_leg_C_task;;
